id,resume_text_256,jd_text_128,job_family,seniority,advance
RS00114,"5+ years experience; key skills: databases, aws, ci/cd, cypress, spring, css. Delivered projects with focus on css and collaboration. Comfortable with agile.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: kafka, aws.",Backend,Senior,0
RS00115,"5+ years experience; key skills: testing, test-cases, postgres, sql, selenium, rest. Delivered projects with focus on postgres and collaboration. Comfortable with agile.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, cypress.",QA,Mid,1
RS00116,"7+ years experience; key skills: rest, spring, aws, webpack, bug-tracking, kafka, communication. Delivered projects with focus on kafka and collaboration. Comfortable with code reviews.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: postgres, aws.",Backend,Senior,0
RS00117,"6+ years experience; key skills: html, javascript, communication, pandas, ui. Delivered projects with focus on communication and collaboration. Comfortable with code reviews.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: accessibility, ui.",Frontend,Senior,1
RS00118,"8+ years experience; key skills: bug-tracking, test-cases, stakeholders, rest, typescript, docker, linux. Delivered projects with focus on linux and collaboration. Comfortable with agile.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, regression.",QA,Senior,1
RS00119,"5+ years experience; key skills: stakeholders, requirements, planning, numpy, containers, bug-tracking, docker, pandas, etl. Delivered projects with focus on docker and collaboration. Comfortable with agile.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, agile.",PM,Senior,1
RS00120,"6+ years experience; key skills: javascript, etl, microservices, containers. Delivered projects with focus on etl and collaboration. Comfortable with code reviews.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: testing, react.",Frontend,Senior,0
RS00121,"8+ years experience; key skills: test-cases, testing, bug-tracking, react, etl, jira, roadmap, monitoring, api-testing. Delivered projects with focus on react and collaboration. Comfortable with documentation.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: api-testing, regression.",QA,Senior,1
RS00122,"5+ years experience; key skills: linux, ci/cd, communication, terraform, metrics. Delivered projects with focus on terraform and collaboration. Comfortable with code reviews.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, aws.",DevOps,Mid,1
RS00123,"5+ years experience; key skills: kafka, selenium, scikit-learn. Delivered projects with focus on kafka and collaboration. Comfortable with code reviews.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: cypress, jira.",QA,Senior,0
RS00124,"4+ years experience; key skills: planning, stakeholders, typescript, test-cases, requirements, agile, api-testing. Delivered projects with focus on requirements and collaboration. Comfortable with code reviews.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, scrum.",PM,Mid,1
RS00125,"2+ years experience; key skills: sql, python, requirements, aws, html, roadmap, statistics, linux. Delivered projects with focus on statistics and collaboration. Comfortable with documentation.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: tableau, numpy.",Data,Mid,1
RS00126,"9+ years experience; key skills: css, react, aws, requirements, statistics. Delivered projects with focus on requirements and collaboration. Comfortable with agile.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: react, ui.",Frontend,Senior,0
RS00127,"2+ years experience; key skills: linux, terraform, pytest, postgres, containers, react, docker. Delivered projects with focus on docker and collaboration. Comfortable with code reviews.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, aws.",DevOps,Mid,0
RS00128,"4+ years experience; key skills: python, sql, selenium, bash, databases, numpy, requirements. Delivered projects with focus on selenium and collaboration. Comfortable with documentation.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: numpy, scikit-learn.",Data,Mid,1
RS00129,"3+ years experience; key skills: containers, microservices, java, communication, backlog, bug-tracking. Delivered projects with focus on microservices and collaboration. Comfortable with agile.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, monitoring.",DevOps,Mid,0
RS00130,"4+ years experience; key skills: rest, statistics, docker, pandas. Delivered projects with focus on pandas and collaboration. Comfortable with agile.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: microservices, postgres.",Backend,Mid,0
RS00131,"7+ years experience; key skills: java, rest, spring, scikit-learn, html, scrum. Delivered projects with focus on html and collaboration. Comfortable with documentation.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: aws, spring.",Backend,Senior,1
RS00132,"7+ years experience; key skills: tableau, api-testing, java, test-cases, stakeholders, react. Delivered projects with focus on test-cases and collaboration. Comfortable with code reviews.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, regression.",QA,Senior,0
RS00133,"8+ years experience; key skills: java, databases, rest, containers, numpy, pandas, jira, agile, monitoring. Delivered projects with focus on pandas and collaboration. Comfortable with code reviews.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: microservices, kafka.",Backend,Senior,1
RS00134,"3+ years experience; key skills: databases, java, testing, test-cases, numpy, bug-tracking, javascript. Delivered projects with focus on javascript and collaboration. Comfortable with documentation.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: microservices, aws.",Backend,Mid,1
RS00135,"4+ years experience; key skills: statistics, typescript, aws, testing. Delivered projects with focus on aws and collaboration. Comfortable with documentation.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, aws.",Data,Mid,0
RS00136,"0+ years experience; key skills: java, rest, databases, containers, webpack, docker, backlog, agile. Delivered projects with focus on docker and collaboration. Comfortable with agile.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: spring, kafka.",Backend,Junior,1
RS00137,"1+ years experience; key skills: java, spring, jira, ui, kafka, microservices. Delivered projects with focus on microservices and collaboration. Comfortable with scrum.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: postgres, aws.",Backend,Junior,0
RS00138,"5+ years experience; key skills: stakeholders, requirements, planning, typescript, rest, roadmap, regression, monitoring. Delivered projects with focus on rest and collaboration. Comfortable with code reviews.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: agile, roadmap.",PM,Mid,1
RS00139,"3+ years experience; key skills: linux, spring, requirements, jira, scikit-learn, etl. Delivered projects with focus on requirements and collaboration. Comfortable with agile.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: pandas, numpy.",Data,Mid,0
RS00140,"10+ years experience; key skills: rest, databases, spring, regression, postgres, etl, roadmap, html. Delivered projects with focus on postgres and collaboration. Comfortable with scrum.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: microservices, spring.",Backend,Senior,1
RS00141,"2+ years experience; key skills: bug-tracking, testing, test-cases, metrics, css, python, aws, java, regression. Delivered projects with focus on regression and collaboration. Comfortable with code reviews.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, api-testing.",QA,Junior,1
RS00142,"5+ years experience; key skills: sql, statistics, spring, metrics, numpy, python. Delivered projects with focus on spring and collaboration. Comfortable with documentation.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: numpy, tableau.",Data,Mid,1
RS00143,"8+ years experience; key skills: javascript, html, css, numpy, accessibility, terraform, accessibility. Delivered projects with focus on accessibility and collaboration. Comfortable with documentation.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: react, typescript.",Frontend,Senior,1
